bizesNm,indsLclsNm,indsMclsNm,sigunguNm,sigunguDetailNm,adongNm,rdnAdr,indsSclsNm,ctprvnNm,signguNm
엘리트학생복동,소매,섬유·의복·신발 소매,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 동수원로 394,미제공,미제공,미제공
남상수치과,보건의료,의원,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 세지로 148,미제공,미제공,미제공
슝슝모터스，세차타운,수리·개인,자동차 수리·세차,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 팔달로 80,미제공,미제공,미제공
티엘플러스,과학·기술,광고,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 정자로 146,미제공,미제공,미제공
제복이네,음식,한식,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡선로50번길 22-10,미제공,미제공,미제공
깨끗한세상,시설관리·임대,청소·방제,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 대평로162번길 19,미제공,미제공,미제공
미경광교,과학·기술,전문 디자인,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 창룡대로 260,미제공,미제공,미제공
달콤;구움베이킹스튜디오,음식,기타 간이,경기도,수원시 권선구,평동,경기도 수원시 권선구 고현로25번길 48,미제공,미제공,미제공
우성관리,시설관리·임대,시설관리,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로 237,미제공,미제공,미제공
챔프,예술·스포츠,유원지·오락,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 매탄로100번길 7-6,미제공,미제공,미제공
웨쉬웨쉬커피,음식,비알코올 ,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로777번길 2,미제공,미제공,미제공
스위티즈,수리·개인,기타 가정용품 수리,경기도,수원시 영통구,원천동,경기도 수원시 영통구 삼성로 253,미제공,미제공,미제공
파리바게뜨수원스카이뷰점,음식,기타 간이,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 이목로 24,미제공,미제공,미제공
가마솥순대국,음식,한식,경기도,수원시 권선구,입북동,경기도 수원시 권선구 당진로31번길 15,미제공,미제공,미제공
정든포차,음식,한식,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 세지로 425-7,미제공,미제공,미제공
원시다자숯불양다리구이,음식,중식,경기도,수원시 장안구,영화동,경기도 수원시 장안구 팔달로 249,미제공,미제공,미제공
씨유광교,소매,종합 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로149번길 101,미제공,미제공,미제공
컷트클럽,수리·개인,이용·미용,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡반정로65번길 37,미제공,미제공,미제공
물총칼국수,음식,한식,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 정조로 1094-4,미제공,미제공,미제공
북촌삼대갈비,음식,한식,경기도,수원시 장안구,파장동,경기도 수원시 장안구 파장로68번길 15,미제공,미제공,미제공
금모래미용실,수리·개인,이용·미용,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 정조로623번길 20,미제공,미제공,미제공
데시앙솔루션,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 창룡대로256번길 50,미제공,미제공,미제공
네팔모바일,소매,가전·통신 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로1번길 22-19,미제공,미제공,미제공
홍밀면옥,음식,한식,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 수성로157번길 5-16,미제공,미제공,미제공
신세계마트,소매,종합 소매,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 세지로82번길 54,미제공,미제공,미제공
하얼빈,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 장다리로271번길 2,미제공,미제공,미제공
해법셀파박샘학원,교육,일반 교육,경기도,수원시 영통구,매탄1동,경기도 수원시 영통구 권광로260번길 36,미제공,미제공,미제공
휴대폰마트,소매,가전·통신 소매,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 수성로 331,미제공,미제공,미제공
김기숙헤어스케치,수리·개인,이용·미용,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 세권로304번길 44,미제공,미제공,미제공
매탄손만두,음식,기타 간이,경기도,수원시 영통구,매탄1동,경기도 수원시 영통구 권광로260번길 36,미제공,미제공,미제공
봉쥬르와인살롱,음식,주점,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로291번길 53,미제공,미제공,미제공
콩닥콩닭운동장점,음식,기타 간이,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 송원로 80,미제공,미제공,미제공
오케이투어,시설관리·임대,여행사·보조,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 이목로 24-3,미제공,미제공,미제공
스터디품격,예술·스포츠,도서관·사적지,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로266번길 30,미제공,미제공,미제공
옥스포드학생복,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 847,미제공,미제공,미제공
훼밀리,음식,주점,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 매여울로40번길 17,미제공,미제공,미제공
로뎀약국,소매,의약·화장품 소매,경기도,수원시 장안구,영화동,경기도 수원시 장안구 정조로 925,미제공,미제공,미제공
소금빛풍천장어,음식,한식,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로 285,미제공,미제공,미제공
에스비즈파트너스,부동산,부동산 서비스,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 웰빙타운로36번길 46-120,미제공,미제공,미제공
씨유세류2동점,소매,종합 소매,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 세지로 12,미제공,미제공,미제공
트와일라잇,과학·기술,광고,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴파크로128번길 105,미제공,미제공,미제공
지건상사,소매,섬유·의복·신발 소매,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 경수대로 270,미제공,미제공,미제공
탑옷수선,수리·개인,기타 가정용품 수리,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 탑동로58번길 50,미제공,미제공,미제공
홈런야구장게임장,예술·스포츠,스포츠 서비스,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 갓매산로55번길 7,미제공,미제공,미제공
오토카지,수리·개인,자동차 수리·세차,경기도,수원시 권선구,구운동,경기도 수원시 권선구 구운로73번길 10-19,미제공,미제공,미제공
말남2,과학·기술,본사·경영 컨설팅,경기도,수원시 장안구,파장동,경기도 수원시 장안구 이목로 17,미제공,미제공,미제공
대림수산,음식,한식,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 장안로 86,미제공,미제공,미제공
슈케익하우스본사,과학·기술,본사·경영 컨설팅,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로 45,미제공,미제공,미제공
형제통닭,음식,기타 간이,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로193번길 12,미제공,미제공,미제공
돈짱돈까스짱,음식,일식,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 송정로187번길 41,미제공,미제공,미제공
하나공인중개사사무소,부동산,부동산 서비스,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 세권로 334,미제공,미제공,미제공
예감쪽갈비,음식,한식,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로28번길 20,미제공,미제공,미제공
고기집소풍,음식,한식,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 경수대로338번길 34,미제공,미제공,미제공
정우토목기술공사,과학·기술,기술 서비스,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 효원로 230,미제공,미제공,미제공
리싸이클시티수원중고가전가구재활용,소매,중고 상품 소매,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 경수대로 672,미제공,미제공,미제공
햄햄팡팡,음식,비알코올 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로 25,미제공,미제공,미제공
빽다방수원호매실칠보점,음식,비알코올 ,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 금호로 56,미제공,미제공,미제공
세무법인열림,과학·기술,회계·세무,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로 39,미제공,미제공,미제공
더헤어,수리·개인,이용·미용,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 상탑로53번길 8,미제공,미제공,미제공
이노스렌트카,시설관리·임대,운송장비 대여,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 873,미제공,미제공,미제공
컨트롤브이,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로94번길 27-18,미제공,미제공,미제공
프라자공인중개사사무소,부동산,부동산 서비스,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로 218-39,미제공,미제공,미제공
대명광고기획,과학·기술,광고,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 인계로284번길 5-17,미제공,미제공,미제공
비엠피인터내셔날,소매,가전·통신 소매,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 경수대로604번길 3,미제공,미제공,미제공
종로금은방금거래소수원,소매,시계·귀금속 소매,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로7번길 16,미제공,미제공,미제공
닥치고삼겹살,음식,한식,경기도,수원시 장안구,율천동,경기도 수원시 장안구 덕영대로445번길 12-8,미제공,미제공,미제공
대박공인중개사,부동산,부동산 서비스,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 세지로 279,미제공,미제공,미제공
티스닥,소매,오락용품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 향교로 160,미제공,미제공,미제공
세영코딩연구소학원,교육,일반 교육,경기도,수원시 영통구,망포1동,경기도 수원시 영통구 영통로 127,미제공,미제공,미제공
돌판집,음식,한식,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 204,미제공,미제공,미제공
한진직업소개소,시설관리·임대,고용 알선,경기도,수원시 장안구,영화동,경기도 수원시 장안구 팔달로271번길 36,미제공,미제공,미제공
올킬,과학·기술,광고,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로142번길 43-6,미제공,미제공,미제공
